element,id,button_operated,crossing,crossing:island,crossing:markings,crossing:signals,highway,tactile_paving,traffic_signals:sound,traffic_signals:vibration,lit,wheelchair,bicycle,foot,segregated,surface,mofa,moped,name,name:etymology:wikidata,oneway,sidewalk,surface:colour,traffic_sign,zone:traffic,layer,tunnel,official_name,width,sidewalk:surface,created_by,source:width,emergency,smoothness,smoothness:date,bridge,bridge:material,bridge:name,bridge:structure,name:etymology,alt_name:en,artwork_type,url,alt_name,incline,sidewalk:left,sidewalk:right,old_name:-1920,access:conditional,wikidata,old_name,note,maxspeed,noname,check_date:surface,cycleway,horse,sidewalk:both,tunnel:name,motorcar,motorcycle,panoramax:streetsign,motor_vehicle,source,junction,check_date:lit,maxweight,surface:note,access,description,footway:surface,winter_service,sidewalk:right:surface,wikimedia_commons,wikipedia,priority_road,ramp:bicycle,step_count,old_name:1934-04-20--1974-07-16,agricultural,sidewalk:right:kerb,paving_stones:shape,image,mapillary,canoe,lanes,destination,oneway:motor_vehicle,proposed,covered,maxheight,informal,cycleway:both,lane_markings,sidewalk:both:surface,lanes:backward,lanes:forward,placement:forward,turn:lanes:forward,cutting,cyclestreet,footway,placement,source_query,direction,cycleway:lane,cycleway:surface,traffic_calming,cycleway:both:lane,cycleway:both:surface,parking:both,parking:left,parking:right,motor_vehicle:conditional,surface:bicycle,handrail,ramp,maxspeed:type,oneway:bicycle,oneway:mofa,oneway:moped,access:lanes:forward,psv:lanes:forward,service,access:lanes:backward,oneway:bus,psv:lanes:backward,hazard,maxspeed:advisory,cycleway:left,cycleway:right,cycleway:right:lane,source:maxspeed,old_ref,operator,turn:lanes,bicycle:forward,parking:right:orientation,bicycle:backward,cycleway:left:lane,parking:left:orientation,turn:lanes:backward,maxheight:signed,zone:maxspeed,maxweight:signed,cycleway:left:segregated,hgv,cycleway:left:oneway,change:lanes,bus,ref,psv,foot:backward,parking,mofa:backward,parking:both:orientation,shoulder,parking:condition:both,parking:lane:both,check_date:cycleway,sidewalk:left:surface,old_name:1974-12-31--2023-12-06,maxaxleload,priority,placement:end,placement:start,throughroute:bicycle
way,560364641,,,,,,cycleway,,,,yes,,,use_sidepath,,paving_stones,,,Botenlaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560366515,,,,,,cycleway,,,,yes,,,use_sidepath,,asphalt,yes,no,Cederlaan,,yes,,red,NL:G11,,,,,,,,,,good,,,,,,,,,,,,no,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560373112,,,,,,cycleway,,,,yes,,,,,,yes,no,Jacob Oppenheimstraat,Q19930374,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560373114,,,,,,cycleway,,,,yes,,,use_sidepath,,,yes,no,Noord Brabantlaan,Q1101,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,no,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560373117,,,,,,cycleway,,,,yes,,,use_sidepath,,asphalt,yes,no,Noord Brabantlaan,Q1101,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,no,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155389,,,,,,cycleway,,,,yes,,,,,asphalt,,,Hugo van der Goeslaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155390,,,,,,cycleway,,,,yes,,,,,asphalt,,,Hugo van der Goeslaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155391,,,,,,cycleway,,,,yes,,,,,paving_stones,,,Kanaaldijk-Zuid,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155392,,,,,,cycleway,,,,yes,,,,,asphalt,,,Kanaaldijk-Zuid,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155397,,,,,,cycleway,,,,yes,,,,,asphalt,yes,no,Gabriël Metsulaan,,,,,NL:G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155398,,,,,,cycleway,,,,,,,,,asphalt,yes,no,Kanaaldijk-Zuid,,no,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155399,,,,,,cycleway,,,,yes,,,,,paving_stones,,,Kanaaldijk-Noord,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565155400,,,,,,cycleway,,,,yes,,designated,,,asphalt,designated,no,Kanaaldijk-Noord,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,565943093,,,,,,cycleway,,,,yes,,,,,asphalt,yes,no,Hurksestraat,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,568549407,,,,,,cycleway,,,,yes,,,,,,,,Doctor Cuyperslaan,,yes,,,,NL:urban,,,Dr Cuyperslaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,570513890,,,,,,cycleway,,,,yes,,,,,asphalt,,,Sint Antoniusstraat,Q167477,yes,,,,NL:urban,,,St Antoniusstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572719902,,,,,,cycleway,,,,yes,,,use_sidepath,,asphalt,yes,no,Cederlaan,,yes,,,NL:G11,,,,,,,,,,good,,,,,,,,,,,,no,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572735948,,,,,,cycleway,,,,yes,,,,,paving_stones,,,Torenallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572735963,,,,,,cycleway,,,,yes,,,yes,yes,asphalt,yes,no,Zwaanstraat,,no,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,no,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572941865,,,,,,cycleway,,,,,,,,,,yes,no,Castiliëlaan,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q116214178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572941866,,,,,,cycleway,,,,yes,,,,,,yes,no,Rijssellaan,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572941867,,,,,,cycleway,,,,yes,,,,,,yes,no,Rijssellaan,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572946093,,,,,,cycleway,,,,,,,,,,yes,no,Roubaixlaan,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572946094,,,,,,cycleway,,,,,,,,,,yes,no,Roubaixlaan,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572947831,,,,,,cycleway,,,,yes,,,,,,yes,no,Artoislaan,,yes,right,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572947833,,,,,,cycleway,,,,,,,,,,,,,,,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573139228,,,,,,cycleway,,,,yes,,,,,asphalt,,,Koning Arthurlaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573139231,,,,,,cycleway,,,,yes,,,,,asphalt,,,Koning Arthurlaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573147772,,,,,,cycleway,,,,yes,,,,,,,,Bruggelaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573147777,,,,,,cycleway,,,,yes,,,,,paving_stones,,,Bruggelaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,582601502,,,,,,cycleway,,,,,,,,,asphalt,no,no,Altvioolstraat,,no,,,NL:G13,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,582601509,,,,,,cycleway,,,,,,,,,concrete,,,Cellostraat,,no,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,582601517,,,,,,cycleway,,,,yes,,,,,concrete,,,Cellostraat,,no,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,584886395,,,,,,cycleway,,,,yes,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,587875215,,,,,,cycleway,,,,yes,,,,,asphalt,,,Blaarthemseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589069244,,,,,,cycleway,,,,yes,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589449475,,,,,,cycleway,,,,yes,,,,,,designated,no,Meerhovendreef,,,,,NL:G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,590547415,,,,,,cycleway,,,,yes,,designated,designated,no,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,605784800,,,,,,cycleway,,,,,,,,,asphalt,yes,no,,,,,,NL:G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607911287,,,,,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607911288,,,,,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607911289,,,,,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607911318,,,,,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607914655,,,,,,cycleway,,,,,,,,,,,,Hugo van der Goeslaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607991736,,,,,,cycleway,,,,yes,,,,,asphalt,,,Pastoriestraat,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608060007,,,,,,cycleway,,,,yes,,,,,asphalt,,,Onze Lieve Vrouwestraat,,,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608104190,,,,,,cycleway,yes,,,yes,,,,,asphalt,,,Genovevalaan,,no,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608104774,,,,,,cycleway,,,,yes,,,,,asphalt,yes,no,Genovevalaan,,yes,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608104776,,,,,,cycleway,,,,yes,,,,,,,,Winston Churchilllaan,Q8016,no,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608104777,,,,,,cycleway,yes,,,yes,,,yes,,asphalt,,,Genovevalaan,,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609299345,,,,,,cycleway,,,,yes,,,,,paving_stones,,,Boutenslaan,Q1816061,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609299351,,,,,,cycleway,,,,yes,,,,,asphalt,,,Gestelsestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609299352,,,,,,cycleway,,,,yes,,,,,asphalt,,,Gestelsestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611100986,,,,,,cycleway,,,,,,,,,asphalt,designated,designated,Oirschotsedijk,,no,,,NL:G12a,NL:rural,,,,,,,,,excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611808030,,,,,,cycleway,,,,,,,,,asphalt,,,Dillenburgstraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611808031,,,,,,cycleway,,,,,,,,,asphalt,,,Dillenburgstraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,613295799,,,,,,cycleway,,,,yes,,,yes,no,asphalt,,,Torenallee,,no,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,617433654,,,,,,cycleway,,,,yes,,,,,asphalt,yes,no,Welschapsedijk,,no,,,NL:G11,NL:rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,618955863,,,,,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,618955865,,,,,,cycleway,,,,,,,,,concrete,,,,,,,,NL:G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620568019,,,,,,cycleway,,,,,,,,,paving_stones,,,,,no,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,626003727,,,,,,cycleway,,,,yes,,,,,asphalt,yes,no,Buitendreef,,no,,,NL:G11,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'highway': 'cycleway'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
