fid,accident_id,accident_year,accident_outcome,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry
ongevallen_2022_2024.149059,20240072950,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,,320176115.0,,Hondsruglaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160220.7650000006 388308.8049999997)
ongevallen_2022_2024.149074,20240044895,2024,injury,1,e-bike,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600538112.0,,Oirschotsedijk,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156742.19399999827 386309.43200000003)
ongevallen_2022_2024.150795,20240034405,2024,property_damage_only,2,van,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317165021.0,,Hurksestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158957.05600000173 382541.23900000006)
ongevallen_2022_2024.151464,20240092765,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,317168026.0,,,Koenraadlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158984.24489999935 384318.40349999815)
ongevallen_2022_2024.151651,20240093021,2024,property_damage_only,1,bicycle,,,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317163057.0,,Nelson Mandelapark,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158549.2250000015 381775.22199999914)
ongevallen_2022_2024.154089,20240156352,2024,property_damage_only,2,moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600219927.0,,,Marathonloop,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159325.66120000184 387482.5051999986)
ongevallen_2022_2024.157721,20240092716,2024,injury,1,light_moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,319171071.0,,,Boschdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159885.3040000014 385504.3500000015)
ongevallen_2022_2024.157763,20240045540,2024,property_damage_only,2,Brommobiel,,,FATBIKE,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218381.0,,,Antoon Coolenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161419.16230000183 380882.0920000002)
ongevallen_2022_2024.157946,20240044184,2024,injury,2,passenger_car,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,Beton,Nat,Daglicht,,Droog,,,,,,,600219628.0,,,Airbornelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162371.23039999977 387404.3308000006)
ongevallen_2022_2024.157948,20240045142,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,NABIJ EEN ROTONDE,,,321166113.0,,,Willemstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160701.4985000007 383281.07389999926)
ongevallen_2022_2024.157967,20240091762,2024,property_damage_only,2,light_moped,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,600136636.0,,Limburglaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159588.85399999842 382748.8139999993)
ongevallen_2022_2024.158053,20240043665,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600217903.0,,,Nieuwe Sliffertsestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157340.36850000173 383227.06439999864)
ongevallen_2022_2024.160145,20240016384,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,KRUISING WEGFIETSPAD,,,319168082.0,,,Torenallee,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159566.48470000178 384345.2006999999)
ongevallen_2022_2024.163039,20240035145,2024,property_damage_only,2,Scootmobiel,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,325167103.0,,Klein Tongelreplein,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162981.7749999985 383584.08100000024)
ongevallen_2022_2024.163701,20240043818,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600537895.0,,Sprookjesbosch,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161732.86800000072 388639.4759999998)
ongevallen_2022_2024.163774,20240092731,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600218133.0,,,Limburglaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159646.10200000182 382620.27270000055)
ongevallen_2022_2024.163936,20240045051,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219570.0,,,Sterrenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163245.50879999995 386515.80110000074)
ongevallen_2022_2024.164057,20240101413,2024,property_damage_only,2,bicycle,,bus,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,326163005.0,,St Petrus Canisiuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163452.06899999827 382007.51199999824)
ongevallen_2022_2024.165360,20240136591,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,326163024.0,,,St Petrus Canisiuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163446.80530000106 381994.6909000017)
ongevallen_2022_2024.165752,20240003144,2024,injury,2,passenger_car,,moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Droog,Schemer,,Droog,,,,,,,600218687.0,,,Kanaaldijk-Noord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163168.94700000063 382885.9519999996)
ongevallen_2022_2024.165932,20240024106,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Nat,Schemer,,Regen,,,,,,,324173141.0,,,Mercuriuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162296.71979999915 386834.27859999985)
ongevallen_2022_2024.166065,20240156194,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Schemer,,Droog,Andere oversteekplaats,,,,,,600218173.0,,,Roffart,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159045.57200000063 381007.64189999923)
ongevallen_2022_2024.169771,20240073322,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322168012.0,,,Kruisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161105.9354000017 384036.2862999998)
ongevallen_2022_2024.169808,20240073367,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,Werk in uitvoering,,,600796938.0,,Achtseweg Noord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157190.63800000027 386994.48099999875)
ongevallen_2022_2024.170075,20240103206,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,317165021.0,,Hurksestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158957.05600000173 382541.23900000006)
ongevallen_2022_2024.170117,20240045220,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,319171020.0,,,Daniël Stalpaertstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159737.5711000003 385928.5700000003)
ongevallen_2022_2024.171664,20240147383,2024,injury,2,e-bike,,Overig vast object,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,Fietspad,,,,600538107.0,,Meerveldhovenseweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158503.71299999952 380968.4849999994)
ongevallen_2022_2024.171808,20240003201,2024,property_damage_only,2,bicycle,,bicycle,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,,600803176.0,,Dutmalapad,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162015.30799999833 384606.2049999982)
ongevallen_2022_2024.172156,20240156917,2024,injury,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,316165002.0,,,Hurksestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158009.7082999982 382867.85759999976)
ongevallen_2022_2024.172168,20240014102,2024,injury,2,passenger_car,,bicycle,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70.0,Brandend,Beton,Nat,Duisternis,,Droog,,,Spoorwegovergang,,,,,325168070.0,,Insulindetunnel,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162988.35700000077 384001.88899999857)
ongevallen_2022_2024.175660,20240092620,2024,property_damage_only,2,bicycle,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,319164049.0,,,Cherubinilaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159561.0661999993 382215.26260000095)
ongevallen_2022_2024.175723,20240082367,2024,property_damage_only,2,passenger_car,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,317177157.0,,,Fransebaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158612 388816)
ongevallen_2022_2024.175785,20240044611,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,600219121.0,,,St Antoniusstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160601.53429999948 383305.1851999983)
ongevallen_2022_2024.177312,20240136443,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218825.0,,,Vincent van den Heuvelln,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161458.57690000162 384120.3794)
ongevallen_2022_2024.177714,20240147094,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,,Droog,,,,,,,600310494.0,,,Halvemaanstraat,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159324.4791000001 384530.80640000105)
ongevallen_2022_2024.177957,20240024795,2024,property_damage_only,1,light_moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,323168006.0,,de Zaale,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161973.87999999896 384376.35500000045)
ongevallen_2022_2024.178214,20240156367,2024,property_damage_only,3,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Nat,Schemer,,Droog,Andere oversteekplaats,,,,,,,600899597.0,,Vijfkamplaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159815.58100000024 387350.4510000013)
ongevallen_2022_2024.178711,20240025429,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,327164020.0,,,St Petrus Canisiuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163529.50400000066 382277.40900000185)
ongevallen_2022_2024.179022,20240033268,2024,property_damage_only,2,passenger_car,,,FATBIKE,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,320169021.0,,,Edisonstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160024.38210000098 384869.9688999988)
ongevallen_2022_2024.179066,20240033362,2024,property_damage_only,2,van,,moped,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322166105.0,,,Emmasingel,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161107.01680000126 383257.7413999997)
ongevallen_2022_2024.181940,20240043733,2024,injury,2,bicycle,,bicycle,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600566494.0,,Geldropseweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163874.96700000018 382277.3729999997)
ongevallen_2022_2024.183621,20240155989,2024,property_damage_only,2,moped,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,318162064.0,,Blaarthemseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159519.3900000006 381314.0940000005)
ongevallen_2022_2024.183869,20240156186,2024,injury,2,passenger_car,,bicycle,,Frontaal,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,VOP,,,,,,324177072.0,,,Tempellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162488.89889999852 388624.6997000016)
ongevallen_2022_2024.185315,20240002279,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,KRUISING IN EEN BOSCHT,,,313165075.0,,,Grasdreef,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156969.53280000016 382959.66429999843)
ongevallen_2022_2024.186508,20240024256,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,70.0,Niet brandend,Beton,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,314172051.0,,,Anthony Fokkerweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157356.10170000046 386216.2159000002)
ongevallen_2022_2024.187362,20240092584,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600218074.0,,,Beukenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159480.06379999965 384328.0146000013)
ongevallen_2022_2024.187847,20240074466,2024,property_damage_only,2,bicycle,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Brandend,,Droog,Daglicht,,Droog,,,,,,,322167267.0,,,Lardinoisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161152.29100000113 383830.5929999985)
ongevallen_2022_2024.189317,20240146681,2024,property_damage_only,2,light_moped,,light_moped,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,600799857.0,,Botenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159392.9750000015 383303.0879999995)
ongevallen_2022_2024.189669,20240002214,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,323175050.0,,,Brussellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161779.32440000027 387922.2756000012)
ongevallen_2022_2024.189700,20240002228,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,Andere oversteekplaats,,,,,,600219528.0,,,Mercuriuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162168.59750000015 386470.9448999986)
ongevallen_2022_2024.189719,20240155884,2024,injury,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,600205512.0,,Lombokpad,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163048.3590000011 384168.4670000002)
ongevallen_2022_2024.189740,20240013779,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,VOP,,,,,,600218642.0,,,Piuslaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162357.86450000107 381685.94000000134)
ongevallen_2022_2024.189779,20240015959,2024,property_damage_only,2,light_moped,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,322168208.0,,,Gildelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161131.92500000075 384293.8990000002)
ongevallen_2022_2024.189815,20240016188,2024,property_damage_only,2,bicycle,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322167238.0,,,John F Kennedylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161483.93560000136 383995.74909999967)
ongevallen_2022_2024.189825,20240156920,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,600219899.0,,,Anthony Fokkerweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158823.68140000105 387193.1171000004)
ongevallen_2022_2024.189844,20240016381,2024,property_damage_only,2,passenger_car,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219473.0,,,Europalaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161262.8781999983 385352.23209999874)
ongevallen_2022_2024.190586,20240034138,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,325177017.0,,,Anconalaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162540.37999999896 388628.7120000012)
ongevallen_2022_2024.193281,20240082249,2024,property_damage_only,2,van,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,323163079.0,,,Leostraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161836.33639999852 381646.26999999955)
