fid,accident_id,accident_year,accident_outcome,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry
ongevallen_2022_2024.296462,20240146906,2024,property_damage_only,2,passenger_car,,bicycle,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,VOP,,,,,,323161091.0,,,Floralaan West,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161811.8211000003 380813.78709999844)
ongevallen_2022_2024.296748,20240023871,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,KRUISING FIETSPAD DOORGAANDE W,,,600219442.0,,,Winston Churchilllaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160959.71169999987 386495.0758000016)
ongevallen_2022_2024.299504,20240034678,2024,injury,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,600220058.0,,,Boschdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158442.37629999965 387830.63589999825)
ongevallen_2022_2024.300419,20240082233,2024,injury,2,bicycle,,,VEEGMACHINE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,318176151.0,,,Morlaixlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159318.4134999998 388119.0124000013)
ongevallen_2022_2024.300435,20240044445,2024,property_damage_only,1,moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,600311352.0,,,Fellenoord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160765.71059999987 383631.52230000123)
ongevallen_2022_2024.300546,20240045463,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600803172.0,,Professor Dr Dorgelolaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162209.46299999952 384045.4059999995)
ongevallen_2022_2024.300614,20240102142,2024,property_damage_only,2,light_moped,,bicycle,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600454100.0,,,Antoon Coolenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161512.90680000186 380857.32759999856)
ongevallen_2022_2024.300630,20240083802,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218716.0,,,Tongelresestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163142.83309999853 383610.5062999986)
ongevallen_2022_2024.300784,20240101528,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,600603305.0,,Orpheuslaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162278.45800000057 385370.27800000086)
ongevallen_2022_2024.302570,20240146773,2024,property_damage_only,2,moped,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600312606.0,,,Sterrenlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163245.0320999995 386530.1154000014)
ongevallen_2022_2024.305780,20240035188,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,323166014.0,,,Vestdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161793.9545999989 383019.93719999865)
ongevallen_2022_2024.305942,20240034086,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322179102.0,,,Veldlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161027.5799999982 389507.4200000018)
ongevallen_2022_2024.306535,20240092071,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317175011.0,,Tarasconweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158871.23699999973 387674.631000001)
ongevallen_2022_2024.306618,20240043889,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,319167027.0,,,Strijpsestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159565.98070000112 383536.9679999985)
ongevallen_2022_2024.307003,20240091868,2024,property_damage_only,2,light_moped,,Motor,,Kop/staart,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600217856.0,,,Zandpad,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156653.1671999991 383875.3764999993)
ongevallen_2022_2024.308363,20240147656,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,,600476866.0,,Philitelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160124.40399999917 384101.6460000016)
ongevallen_2022_2024.308406,20240147787,2024,property_damage_only,2,bicycle,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,319163061.0,,,Offenbachlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159610.2076999992 381502.2039999999)
ongevallen_2022_2024.308563,20240146861,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,601173816.0,,Noord Brabantlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157940.1559999995 383182.1950000003)
ongevallen_2022_2024.308713,20240156582,2024,property_damage_only,2,moped,,passenger_car,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,319171014.0,,Hendrik de Keyzerplein,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159857.09600000083 386003.3909999989)
ongevallen_2022_2024.308806,20240023984,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,VERKEERSLICHTEN DEFECT,600219900.0,,,Boschdijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158839.00829999894 387187.4479999989)
ongevallen_2022_2024.308813,20240024170,2024,injury,3,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,319169153.0,,,Achtseweg Zuid,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159829.1160000004 384530.8900000006)
ongevallen_2022_2024.309754,20240034065,2024,property_damage_only,2,passenger_car,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,322175070.0,,,Vlaanderenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161262 387551)
ongevallen_2022_2024.311937,20240034799,2024,property_damage_only,2,moped,,passenger_car,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,PARKEERPLAATS TUSSEN TWEE WINK,,,323164156.0,,,Looiakkerstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161915.9290000014 382084.9510000013)
ongevallen_2022_2024.312687,20240083765,2024,property_damage_only,2,passenger_car,,bicycle,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,THV PLUS SUPERMARKT,,,,321171077.0,,Woenselsestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160815.55299999937 385748.9690000005)
ongevallen_2022_2024.312932,20240103019,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet aanwezig,,Droog,Daglicht,,Droog,,,Tunnel,,,,,321167053.0,,Fellenoord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161003.88599999994 383826.99599999934)
ongevallen_2022_2024.313009,20240073835,2024,injury,1,bicycle,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,FIETSPAD,,,,320161026.0,,Antoon Coolenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160434.00699999928 380896.00400000066)
ongevallen_2022_2024.314307,20240136688,2024,injury,3,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,600376274.0,,Nieuwe Fellenoord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160940.22100000083 384225.131000001)
ongevallen_2022_2024.315960,20240176441,2024,injury,2,bicycle,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600308733.0,,,Flight Forum,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Nee,,POINT (155966.35709999874 385289.81540000066)
ongevallen_2022_2024.317652,20240024565,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,KRUSING MET OA FIETSPAD,,,600218182.0,,,Sterkenburg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158983.1700000018 381333.7890000008)
ongevallen_2022_2024.318386,20240092208,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,Tunnel,,,,319168082.0,,,Torenallee,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159566.48470000178 384345.2006999999)
ongevallen_2022_2024.318606,20240082512,2024,property_damage_only,2,passenger_car,,bicycle,,Voetganger,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219040.0,,,Hoogstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160335.16409999877 382036.185800001)
ongevallen_2022_2024.320509,20240147300,2024,property_damage_only,1,moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,30.0,Brandend,,Nat,Duisternis,,,,,,,,,,321174040.0,,Firapeellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160543.51700000092 387296.7039999999)
ongevallen_2022_2024.320610,20240002772,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600218074.0,,,Beukenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159480.06379999965 384328.0146000013)
ongevallen_2022_2024.321921,20240176390,2024,property_damage_only,2,passenger_car,,light_moped,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,In-/Uitrit,,,,600473620.0,,Luchthavenweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,Nee,,POINT (155406.12999999896 385393.61199999973)
ongevallen_2022_2024.323495,20240073471,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,325173046.0,,,Sterrenlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162646.37299999967 386466.9780000001)
ongevallen_2022_2024.324612,20240044008,2024,property_damage_only,1,light_moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,313167012.0,,,Grasvogel,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156802.24269999936 383619.2311999984)
ongevallen_2022_2024.326444,20240146801,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,,,,,,,,,600802690.0,,Franklin D Rooseveltlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161424.60399999842 387457.32499999925)
ongevallen_2022_2024.326504,20240137588,2024,injury,1,light_moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,319166024.0,,,Scherpakkerweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159710.85610000044 383123.5122999996)
ongevallen_2022_2024.326823,20240024883,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,OVERSTEEK FIETSERS,,,318175082.0,,,Fransebaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159184.0276999995 387759.2404999994)
ongevallen_2022_2024.330423,20240101481,2024,property_damage_only,2,light_moped,,bicycle,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218880.0,,,Fellenoord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161257.5282999985 383913.2987000011)
ongevallen_2022_2024.330474,20240092892,2024,property_damage_only,2,bicycle,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219443.0,,,Genovevalaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160935.84180000052 386505.4759000018)
ongevallen_2022_2024.330607,20240102740,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600941793.0,,Kruisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161122.125 384334.2950000018)
ongevallen_2022_2024.330795,20240101407,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,50.0,,,,Daglicht,,,,,,,,,,600799843.0,,Hastelweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159451.58199999854 382968.1469999999)
ongevallen_2022_2024.330797,20240101622,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600369129.0,,,Gagelstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160865.69249999896 383568.2329000011)
ongevallen_2022_2024.330811,20240074408,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,323171047.0,,,Generaal Pattonlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161628.89400000125 385756.94299999997)
ongevallen_2022_2024.332939,20240015886,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,328169048.0,,,Wolvendijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (164403.21550000086 384761.4549999982)
ongevallen_2022_2024.333574,20240034066,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,321171050.0,,,Joris Minnestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160723.29919999838 385902.2686999999)
ongevallen_2022_2024.333741,20240176096,2024,injury,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,325166005.0,,,Rubensstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Ja,,POINT (162518.04450000077 383397.1480999999)
ongevallen_2022_2024.336217,20240091968,2024,property_damage_only,2,passenger_car,,bicycle,,Kop/staart,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,320167128.0,,,Philitelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160254.4539999999 383991.66000000015)
ongevallen_2022_2024.336286,20240092413,2024,property_damage_only,2,bicycle,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,322167248.0,,,Vestdijk,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161349.23600000143 383579.1099999994)
ongevallen_2022_2024.336301,20240044486,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,320167015.0,,,Frederiklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160359.80680000037 383703.73860000074)
ongevallen_2022_2024.336342,20240083673,2024,injury,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,,Droog,Daglicht,,Droog,,,,,,,,600802581.0,,Neckerspoel,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161417.49300000072 383940.04199999943)
ongevallen_2022_2024.336440,20240102464,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,317166026.0,,,Zeelsterstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158706.7063000016 383138.0637000017)
ongevallen_2022_2024.336634,20240101397,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30.0,,,,Daglicht,,,,,,,,,,321164043.0,,Gestelsestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160801.08399999887 382217.65100000054)
ongevallen_2022_2024.337946,20240137143,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,321171018.0,,Thorvaldsenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160953.938000001 385617.94200000167)
ongevallen_2022_2024.338253,20240136880,2024,injury,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,600218113.0,,,Zeelsterstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159359.4899000004 383387.7003999986)
ongevallen_2022_2024.338254,20240136882,2024,property_damage_only,2,moped,,passenger_car,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,30.0,,,,Daglicht,,,,,,,,,323173046.0,,,Vlokhovenseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161661.2776999995 386971.8434999995)
ongevallen_2022_2024.338295,20240147089,2024,injury,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600454043.0,,,P Czn Hooftlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161643.00400000066 382649.1392999999)
ongevallen_2022_2024.342329,20240101670,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600004142.0,,,Het Kranenveld,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162040.38599999994 384074.36890000105)
ongevallen_2022_2024.342331,20240043807,2024,property_damage_only,1,bicycle,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,30.0,Brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Tunnel,,,,,600473634.0,,Vensedijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156438.29100000113 385130.3060000017)
ongevallen_2022_2024.342368,20240044466,2024,property_damage_only,2,e-bike,,pedestrian,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,600941788.0,,Woenselse Markt,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160935.7490000017 384637.311999999)
ongevallen_2022_2024.342378,20240082297,2024,property_damage_only,2,passenger_car,,light_moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,322170135.0,,,Kaakstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161221.42269999906 385242.86630000174)
ongevallen_2022_2024.342428,20240092685,2024,property_damage_only,2,moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,322172019.0,,Generaal van Dedemlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Ja,,POINT (161508.19900000095 386247.4620000012)
ongevallen_2022_2024.342615,20240083923,2024,property_damage_only,3,bicycle,,passenger_car,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,321170016.0,,,Hermelijnstraat,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160555.58210000023 385058.9741999991)
ongevallen_2022_2024.342725,20240103355,2024,injury,2,bicycle,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317174021.0,,Avignonlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158943.9750000015 387458.0929999985)
ongevallen_2022_2024.344356,20240146733,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,310166040.0,,,Waterwijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (155447.03440000117 383297.2580999993)
ongevallen_2022_2024.344452,20240002698,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,,Regen,Andere oversteekplaats,,,,,,323167073.0,,,Parklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161953.0522999987 383613.94889999926)
