fid,accident_id,accident_year,accident_outcome,accident_outcome_standardized,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,current_boolean,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry,longitude,latitude
ongevallen_2022_2024.9612,20220229318,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,319165080.0,,,Engelsbergenstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159553.72040000185 382897.6783000007),5.452688566358863,51.4351652006136
ongevallen_2022_2024.9650,20220227836,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600917326.0,,Beukenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159322.8900000006 383775.4210000001),5.449379758036609,51.44305676308904
ongevallen_2022_2024.9723,20220229409,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,319168076.0,,Philitelaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160000.63599999994 384210.76300000027),5.459134389947329,51.446964291028266
ongevallen_2022_2024.9892,20240135326,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Voetganger,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,WEGWERKZAAMHEDEN WEGVERSMALLIN,Tijd. afsluiting(deels/geheel ,,,600995135.0,,Keizersgracht,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161282.0540000014 383099.40100000054),5.477547545269753,51.436961782702056
ongevallen_2022_2024.10020,20240136110,2024,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600220715.0,,,Meerhovendreef,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (155460.6713999994 382878.18360000104),5.3938258420280665,51.435008245608415
ongevallen_2022_2024.10770,20230109789,2023,Letsel,injury,3,Bromfiets,,Personenauto,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,,600798614.0,,Zeelsterstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (158343.47899999842 383181.125),5.435286622861542,51.437721507879154
ongevallen_2022_2024.10972,20230033200,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,,ZOAB,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,600139930.0,,,Bilderdijklaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161562.68950000033 382745.8044999987),5.481576963474726,51.43378021961327
ongevallen_2022_2024.10982,20240025376,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218728.0,,,Jeroen Boschlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163174.98470000178 383252.99489999935),5.504774636151873,51.43831808762161
ongevallen_2022_2024.11216,20230030416,2023,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,Andere oversteekplaats,,,,,,317163126.0,,,Kasteellaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158818.3590000011 381964.02600000054),5.442103097711192,51.42677837337816
ongevallen_2022_2024.11447,20240034101,2024,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,321166087.0,,,Willemstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160602.28979999945 383294.5551000014),5.467774494375834,51.438723133996454
ongevallen_2022_2024.12038,20230091038,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,Andere oversteekplaats,,,,,,,600138956.0,,Meerenakkerweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158035.38100000098 382218.04399999976),5.430847253612194,51.42906643178848
ongevallen_2022_2024.12075,20220131066,2022,Uitsluitend materiele schade,property_damage_only,1,Snorfiets,,,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,,Droog,,,,,,,600140405.0,,,Vestdijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161790.0106999986 383013.71279999986),5.484851166008758,51.43618566322029
ongevallen_2022_2024.12190,20220111038,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,600219268.0,,,1e Lieven de Keylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160010.72239999846 386100.37739999965),5.459306427469377,51.46394930528916
ongevallen_2022_2024.13545,20240034720,2024,Letsel,injury,2,Bromfiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600481471.0,,Vestdijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161657.3110000007 383135.04399999976),5.4829450482953135,51.43727785365005
ongevallen_2022_2024.13776,20220149517,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,320173040.0,,,Gerretsonlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160325.59299999848 386810.0333000012),5.463848244019545,51.470325262606025
ongevallen_2022_2024.14071,20220148927,2022,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,,,,,Daglicht,,,,,,,,,,317176031.0,,Savoiepad,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158633.80099999905 388477.756000001),5.439516854978825,51.485329323792335
ongevallen_2022_2024.14275,20240044534,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,,,,Daglicht,,,,,,,,,,601171717.0,,Pastoor Petersstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160976.7950000018 383979.5469999984),5.473172359364527,51.444876445901414
ongevallen_2022_2024.14353,20240045499,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,601134187.0,,Achtseweg Zuid,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159504.5700000003 384944.2470000014),5.452007956376631,51.4535615246935
ongevallen_2022_2024.14357,20240073405,2024,Letsel,injury,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218020.0,,,van der Muydenstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158684.80169999972 383723.04520000145),5.440201187920782,51.44259051765674
ongevallen_2022_2024.14427,20240102647,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Nat,Duisternis,,Regen,,,,,,,319169147.0,,,Marconilaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159965.91039999947 384622.18079999834),5.458640679910176,51.450662695564255
ongevallen_2022_2024.15061,20230054550,2023,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Fiets,,Onbekend,Ongeval gekoppeld op straat niveau.,,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,,321172025.0,,Michelangelolaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160962.65300000086 386157.6860000007),5.473005884735072,51.46445514561842
ongevallen_2022_2024.15099,20230053993,2023,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219067.0,,,Donizettilaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159844.1303000003 381918.7591999993),5.456851508618669,51.426363588954594
ongevallen_2022_2024.16204,20240147272,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600801224.0,,Johannes van der Waalswg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160302.91899999976 384652.9849999994),5.463489356554651,51.4509365081917
ongevallen_2022_2024.16461,20230109452,2023,Letsel,injury,2,Fiets,,Fiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,,FIETSPAD,,,,600995117.0,,Generaal Bradleylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161362.82200000063 386388.2410000004),5.478768640283902,51.46652314020047
ongevallen_2022_2024.16582,20230110812,2023,Letsel,injury,3,Personenauto,,Fiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,70.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,324169024.0,,Insulindelaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162562.12200000137 384703.6330000013),5.495991556411264,51.45136594339064
ongevallen_2022_2024.16583,20240155596,2024,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,322167153.0,,Vestdijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161353.20100000128 383589.2349999994),5.478579604256101,51.44136393915668
ongevallen_2022_2024.16791,20230032819,2023,Letsel,injury,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,324163208.0,,,Biesterweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162058.12000000104 381986.3350000009),5.488686365533009,51.42694760711577
ongevallen_2022_2024.17856,20230098403,2023,Letsel,injury,2,Snorfiets,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600081244.0,,,Sterrenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163141.91600000113 386519.7670000009),5.504374658534327,51.46768244859618
ongevallen_2022_2024.17971,20230080482,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218218.0,,,Roffart,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159122.26289999858 380797.26150000095),5.446459103824275,51.41628855313156
ongevallen_2022_2024.18024,20220089217,2022,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218076.0,,,Beukenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159470.4156000018 384384.68890000135),5.451509459869813,51.44853211686799
ongevallen_2022_2024.18059,20220089829,2022,Letsel,injury,2,Fiets,,Fiets,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600220120.0,,,Anthony Fokkerweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157375.39820000157 386222.74450000003),5.421384351611091,51.465066544042635
ongevallen_2022_2024.18126,20220029117,2022,Uitsluitend materiele schade,property_damage_only,2,Scootmobiel,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,15.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600205492.0,,Kerkstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161392.35799999908 383122.2899999991),5.4791343188070805,51.4371662827221
ongevallen_2022_2024.18515,20220111316,2022,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,30.0,,,,Daglicht,,,,,,,,,,600800528.0,,Plataanlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159806.03700000048 383911.188000001),5.456331016289612,51.444273207157565
ongevallen_2022_2024.19555,20220149248,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,317164052.0,,,Beemdstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158867.91959999874 382025.32609999925),5.442816378292652,51.4273290417407
ongevallen_2022_2024.19831,20220131514,2022,Uitsluitend materiele schade,property_damage_only,3,Fiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Bus-/Tramhalte,,,,,600802619.0,,Veldm Montgomerylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161310.71700000018 384758.5720000006),5.477989535461381,51.451875193417834
ongevallen_2022_2024.19981,20220159671,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218148.0,,,Kasteellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158850.24309999868 381985.3071000017),5.4425617757610985,51.42696944503574
ongevallen_2022_2024.20007,20220131817,2022,Uitsluitend materiele schade,property_damage_only,3,Snorfiets,,e-bike,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,ZOAB,Nat,Duisternis,,Droog,,,,,,,326165013.0,,,Dirk Boutslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163045.39919999987 382718.0967999995),5.502898698817797,51.43351193468497
ongevallen_2022_2024.20154,20240092891,2024,Letsel,injury,2,Bus,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,322172097.0,,,Winston Churchilllaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161344.07440000027 386480.31439999864),5.478500505646303,51.46735096761902
ongevallen_2022_2024.20285,20240101762,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,323173063.0,,Sterrenlaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161935.0399999991 386497.86300000176),5.487005605757968,51.46750173089068
ongevallen_2022_2024.20495,20240074403,2024,Letsel,injury,2,Fiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,324167003.0,,,Uiverlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162494.06859999895 383744.72089999914),5.494992097344622,51.44274751947551
ongevallen_2022_2024.20603,20230063204,2023,Letsel,injury,3,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,321166109.0,,,Vonderweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160687.8321999982 383282.99859999865),5.469004599457172,51.43861839848666
ongevallen_2022_2024.20794,20230040961,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,316166129.0,,,Noord Brabantlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158345.55750000104 383470.3440000005),5.435319270240665,51.44032119082406
ongevallen_2022_2024.22502,20240016334,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,317162064.0,,,Doornburg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158567.53550000116 381413.1152999997),5.438491046054959,51.421828059299045
ongevallen_2022_2024.22544,20240156343,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,Fietspad,,,600219339.0,,,Veluwelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160320.4279000014 387485.6079000011),5.4637841438849675,51.476397815131236
ongevallen_2022_2024.22803,20230031275,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Beton,Nat,Daglicht,,Droog,,,,,,,,600497639.0,,Kanaaldijk-Zuid,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162036.06899999827 383113.563000001),5.488391834919928,51.43708016253079
ongevallen_2022_2024.23078,20230071316,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,321166021.0,,,Julianastraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160681.44849999994 383116.4855000004),5.468910098489925,51.43712173168193
ongevallen_2022_2024.23105,20230071505,2023,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Duisternis,,Regen,,,,,,,321168123.0,,,Boschdijk,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160622.03880000114 384332.6042000018),5.468075123811962,51.44805361462519
ongevallen_2022_2024.23378,20240034361,2024,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218322.0,,,High Tech Campus,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160207.56610000134 379743.7754999995),5.4620449477374375,51.40681010586726
ongevallen_2022_2024.23542,20240072948,2024,Letsel,injury,2,Personenauto,,Fiets,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet aanwezig,Klinkers,Droog,Daglicht,,Droog,,,,,,,,327166110.0,,Gerard Davidstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163919.99700000137 383066.5850000009),5.515484756320823,51.436631206441575
ongevallen_2022_2024.24100,20220111731,2022,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,322168153.0,,Kruisstraattunnel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161121.9149999991 383933.37099999934),5.4752589889603245,51.44445982552027
ongevallen_2022_2024.24174,20220029552,2022,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,322168012.0,,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161105.9354000017 384036.2862999998),5.475030924177242,51.44538507022558
