fid,accident_id,accident_year,accident_outcome,accident_outcome_standardized,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,current_boolean,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry,longitude,latitude
ongevallen_2022_2024.195589,20240023900,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,,Nat,Daglicht,,Droog,,,,,,,317168026.0,,,Koenraadlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158984.24489999935 384318.40349999815),5.444514972544588,51.44793995439476
ongevallen_2022_2024.195632,20240156737,2024,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,323173005.0,,,Taborstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161583.97179999948 386928.0362999998),5.481961328174156,51.47137262592543
ongevallen_2022_2024.195677,20240002641,2024,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,VOP,,,,,,600218146.0,,,Kasteellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158837.26790000126 381986.80689999834),5.442375227631755,51.42698301492143
ongevallen_2022_2024.195903,20230109802,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,319168080.0,,,Beukenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159541.42700000107 384366.33399999887),5.452530746384313,51.448366561851856
ongevallen_2022_2024.195947,20230030583,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,VOOR SPLITSING VAN 1 NAAR 2 RI,,,,600801859.0,,Mecklenburgstraat,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160802.52299999818 382887.9620000012),5.470647591757194,51.435066374163384
ongevallen_2022_2024.196692,20240044803,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600219601.0,,,Anconalaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162550.94420000166 388608.0267000012),5.495914646495726,51.486461306355785
ongevallen_2022_2024.196756,20230079951,2023,Uitsluitend materiele schade,property_damage_only,3,Fiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,FIETSPAD,,,,600412998.0,,Nelson Mandelapark,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158354.7199999988 381714.0529999994),5.435434285317695,51.42453440251512
ongevallen_2022_2024.197182,20220089465,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,,,,,,,,325179013.0,,,Eindhovenseweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162588.94839999825 389624.4426999986),5.496483780111186,51.49559698446602
ongevallen_2022_2024.197768,20230009253,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,600139091.0,,Stationsweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161802.20600000024 383697.8229999989),5.485039776628033,51.44233475401134
ongevallen_2022_2024.198059,20230009409,2023,Letsel,injury,3,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,600218180.0,,,Karel de Grotelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (159025.70149999857 381209.35339999944),5.445075731659999,51.41999341615189
ongevallen_2022_2024.198472,20240034886,2024,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,Werk in uitvoering,,,600470668.0,,Panorama,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161127.96400000155 389564.44099999964),5.47544423317236,51.49507547653475
ongevallen_2022_2024.198774,20220160286,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600219487.0,,,Orpheuslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161806.67689999938 385394.5397000015),5.4851369220890325,51.457585909025084
ongevallen_2022_2024.198775,20220160288,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet aanwezig,Overig asfalt,Droog,Duisternis,,,,,,,,,600218397.0,,,Toon Schröderlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161576.75890000165 380137.7047000006),5.481730584201314,51.410336691445785
ongevallen_2022_2024.198862,20220188546,2022,Letsel,injury,2,Snorfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,,Droog,Daglicht,,Droog,,,,,,,324162020.0,,,Gladiolusstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162170.31280000135 381228.371199999),5.490284100867551,51.420133101092276
ongevallen_2022_2024.198901,20220131466,2022,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,323170164.0,,,Europalaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161649.8280000016 385360.24500000104),5.482879500159917,51.45727952115714
ongevallen_2022_2024.198929,20220189246,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,322172041.0,,Generaal Marshallweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161274.76900000125 386158.9239999987),5.477497372102702,51.464462878553675
ongevallen_2022_2024.198985,20220150098,2022,Letsel,injury,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,600803588.0,,Roostenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162161.99399999902 379929.70600000024),5.490138109767409,51.408459923203495
ongevallen_2022_2024.199010,20220131740,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322168008.0,,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161112.56830000132 384079.1475000009),5.475127079053029,51.445770263165876
ongevallen_2022_2024.199016,20220150156,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,TANKSTATION,,,600219294.0,,,Huizingalaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160073.98970000073 387341.3194999993),5.460234789348397,51.475103135760335
ongevallen_2022_2024.199186,20240074548,2024,Letsel,injury,2,Fiets,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Tunnel,,,,,322168153.0,,Kruisstraattunnel,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161121.9149999991 383933.37099999934),5.4752589889603245,51.44445982552027
ongevallen_2022_2024.199193,20240082289,2024,Uitsluitend materiele schade,property_damage_only,3,Bromfiets,,,VERKEERSBORD,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,323164074.0,,Stratumsedijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161906.79800000042 382203.4840000011),5.486514837975574,51.42890136410805
ongevallen_2022_2024.199268,20240092939,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218490.0,,,Floralaan West,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162615.37460000068 380783.0091000013),5.496672848903744,51.41612404611506
ongevallen_2022_2024.199654,20230062064,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,ROTONDE,,,600218146.0,,,Kasteellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158837.26790000126 381986.80689999834),5.442375227631755,51.42698301492143
ongevallen_2022_2024.199692,20230062569,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Schemer,,Regen,Andere oversteekplaats,,,,,,318178136.0,,,Fransebaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159201 389100),5.447690262792883,51.49091849666317
ongevallen_2022_2024.199743,20230063294,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,317161058.0,,,Keverberg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158747.5113000013 380738.96770000085),5.441071362381425,51.41576718899992
ongevallen_2022_2024.199866,20230053831,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,,Niet brandend,ZOAB,Droog,Daglicht,,Droog,VOP,,,,,,600309462.0,,,Anthony Fokkerweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157177.1961000003 386094.58839999884),5.418531312157612,51.46391539691276
ongevallen_2022_2024.200052,20230042311,2023,Uitsluitend materiele schade,property_damage_only,3,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600800540.0,,Kastanjelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159965.63899999857 383899.37000000104),5.458626564858746,51.44416559297722
ongevallen_2022_2024.200258,20220227063,2022,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,326166001.0,,,Rembrandtplein,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (163048.17500000075 383287.2615999989),5.502951628958723,51.438627925825855
ongevallen_2022_2024.200359,20220229000,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Beton,Droog,Duisternis,,Droog,,,,,,,,326166064.0,,Hobbemastraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163074.77100000158 383287.1559999995),5.503334135660805,51.43862659592499
ongevallen_2022_2024.200434,20220227522,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,e-bike,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,15.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,,322166109.0,,Ten Hagestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161508.47300000116 383201.4230000004),5.480805719611571,51.4378762526303
ongevallen_2022_2024.200585,20220227798,2022,Letsel,injury,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,Spoorwegovergang,,,,600219485.0,,,Europalaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161797.8339000009 385365.1585999988),5.485009119120632,51.457321919335705
ongevallen_2022_2024.201055,20240137411,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,318175083.0,,,Fransebaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159187 387753),5.447472598503224,51.47881089588302
ongevallen_2022_2024.201460,20240002914,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,320171031.0,,,Barrierweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160437.14600000158 385794.8599999994),5.465438026616582,51.461199153129655
ongevallen_2022_2024.201625,20230109640,2023,Letsel,injury,2,Fiets,,Bus,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,321165054.0,,Grote Berg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160996.59800000116 382919.7710000016),5.473439144241705,51.43535026093163
ongevallen_2022_2024.201681,20240016170,2024,Letsel,injury,2,,FATBIKE,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600312364.0,,,Sterrenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162657.4851000011 386465.91739999875),5.497401854020205,51.46720521448277
ongevallen_2022_2024.201710,20240016209,2024,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218216.0,,,Lichtenberg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159109.39290000126 380765.01740000024),5.446273718779391,51.41599881518917
ongevallen_2022_2024.201724,20230110926,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Scootmobiel,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219943.0,,,Fakkellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159590.34369999915 386960.94579999894),5.453268337874392,51.471688247059035
ongevallen_2022_2024.201831,20230030600,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Schemer,,Droog,Andere oversteekplaats,,,,,,600217851.0,,,Zandschuit,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156588.67419999838 384638.96649999917),5.410055741846482,51.45083327677836
ongevallen_2022_2024.202621,20240072947,2024,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,,Droog,Daglicht,,Droog,,,,,,,,320170046.0,,Barrierweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160201.34699999914 385575.51900000125),5.462041785635655,51.45922980203117
ongevallen_2022_2024.202941,20230081572,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,AFSLAG STRAAT,,,323162041.0,,,Felix Timmermanslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161723.8136 381043.3445999995),5.4838615278096166,51.418475462788194
ongevallen_2022_2024.203003,20230081104,2023,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600480987.0,,Park Forum,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (155046.1790000014 383650.0309999995),5.387865116944232,51.441946327093234
ongevallen_2022_2024.203258,20220029543,2022,Letsel,injury,3,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,,,,,UITRIT,,,,318165026.0,,Hastelweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159292.51399999857 382915.3740000017),5.4489323393940445,51.43532631513019
ongevallen_2022_2024.204884,20220189086,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,,,Nat,Daglicht,,,,,,,,,600218574.0,,,Den Biest,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161925.22839999944 382025.80420000106),5.486776356524673,51.427304032409225
ongevallen_2022_2024.205081,20220159771,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,325164072.0,,,Glorieuxlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162603.9050000012 382477.95800000057),5.4965445638889046,51.43135954028949
ongevallen_2022_2024.205179,20240092136,2024,Letsel,injury,2,Fiets,,,GEEN PARTIJ,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,321177061.0,,Victor Hugolaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160674.3209999986 388838.4470000006),5.468900004942678,51.488554543053624
ongevallen_2022_2024.205312,20240101919,2024,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,600311466.0,,,Mauritsstraat,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160911.02910000086 382848.19839999825),5.472207359990758,51.43470782336725
ongevallen_2022_2024.205332,20240101772,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,WEG MET NAASTGELEGEN FIETSPAD,,,321169066.0,,,Kloosterdreef,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160812.48259999976 384987.7829999998),5.470825526559255,51.45394086044928
ongevallen_2022_2024.205519,20240084042,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,322163028.0,,,Alberdingk Thijmlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161398.01139999926 381673.2421000004),5.479189286061029,51.42414120244463
ongevallen_2022_2024.205642,20230062537,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,319171020.0,,,Daniël Stalpaertstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159737.5711000003 385928.5700000003),5.455373403121348,51.46240735534022
ongevallen_2022_2024.205809,20230054356,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,320162046.0,,Benoitstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160254.17399999872 381027.3990000002),5.462733955398211,51.418347759867586
ongevallen_2022_2024.206101,20230054682,2023,Letsel,injury,2,Vrachtauto,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,60.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD LOOPT PARALLEL AAN DE,,,600220158.0,,,Mispelhoefstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156339.77589999884 386514.877700001),5.406482268953687,51.46769586467264
ongevallen_2022_2024.206252,20220228939,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218563.0,,,Boutenslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161825.51150000095 381661.7912000008),5.485335507254164,51.42403325572949
ongevallen_2022_2024.206515,20220227799,2022,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Trekker,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,314165083.0,,,Grasdreef,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157221.03700000048 382695.37999999896),5.419140652371113,51.43336086257234
ongevallen_2022_2024.206933,20240136117,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219601.0,,,Anconalaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162550.94420000166 388608.0267000012),5.495914646495726,51.486461306355785
ongevallen_2022_2024.207079,20240136877,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,323169064.0,,Onze Lieve Vrouwestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161768.2349999994 384834.41800000146),5.484573029953927,51.452551630925434
ongevallen_2022_2024.207706,20230110404,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Nat,Duisternis,,Droog,Andere oversteekplaats,,,,,,600219112.0,,,Vonderweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160699.92069999874 383301.70800000057),5.469178762005809,51.43878644880807
ongevallen_2022_2024.208388,20240034360,2024,Letsel,injury,2,Personenauto,,Fiets,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,Tunnel,,,,,600799916.0,,Vredeoord,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159296.3449999988 385330.05099999905),5.449016955347935,51.4570310164244
ongevallen_2022_2024.208643,20230090616,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219271.0,,,de Klerklaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159953.35489999875 386217.11829999834),5.458482543166305,51.464999157401735
